plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
396,,Burgomaster Gull,,Larus hyperboreus,Glaucous Gull,glagul,eBird/Clements 2025,Q27375,2481127,A59FA446D6B40057,Larus hyperboreus_Glaucous Gull,,high,,Audubon's “Burgomaster Gull” is today's Glaucous Gull,Featherframe havell.yaml; plate title from audubon.org
397,,Scarlet Ibis,,Eudocimus ruber,Scarlet Ibis,scaibi,eBird/Clements 2025,Q467996,5229204,45039A43F7F8A9CF,,,high,,,Featherframe havell.yaml; plate title from audubon.org
398,,"Lazuli Finch, Clay-coloured Finch and Oregon Snow Finch",,Passerina amoena,Lazuli Bunting,lazbun,eBird/Clements 2025,Q786964,5230861,9F67F3AFBF17ECFF,Passerina amoena_Lazuli Bunting,,high,,"Audubon's “Lazuli Finch, Clay-coloured Finch and Oregon Snow Finch” is today's Lazuli Bunting",Featherframe havell.yaml; plate title from audubon.org
399,,"Black-throated green Warbler, Blackburnian and Mourning Warbler",,Setophaga virens,Black-throated Green Warbler,btnwar,eBird/Clements 2025,Q27075940,6092631,9FFEDE99DC82DD92,Setophaga virens_Black-throated Green Warbler,,high,,"Audubon's “Black-throated green Warbler, Blackburnian and Mourning Warbler” is today's Black-throated Green Warbler",Featherframe havell.yaml; plate title from audubon.org
399,,"Black-throated green Warbler, Blackburnian and Mourning Warbler",,Geothlypis philadelphia,Mourning Warbler,mouwar,eBird/Clements 2025,Q27075897,5789148,1A0096F2F929CEA2,Geothlypis philadelphia_Mourning Warbler,,high,,"Audubon's “Black-throated green Warbler, Blackburnian and Mourning Warbler” is today's Mourning Warbler",Featherframe havell.yaml; plate title from audubon.org
400,,"Arkansaw Siskin, Mealy Red-poll, Louisiana Tanager, Townsend's Finch and Buff-breasted Finch",,Spinus psaltria,Lesser Goldfinch,lesgol,eBird/Clements 2025,Q27075863,5231647,CD5C21CAB91A75EB,Spinus psaltria_Lesser Goldfinch,,high,,"Audubon's “Arkansaw Siskin, Mealy Red-poll, Louisiana Tanager, Townsend's Finch and Buff-breasted Finch” is today's Lesser Goldfinch",Featherframe havell.yaml; plate title from audubon.org
400,,"Arkansaw Siskin, Mealy Red-poll, Louisiana Tanager, Townsend's Finch and Buff-breasted Finch",,Calcarius pictus,Smith's Longspur,smilon,eBird/Clements 2025,Q903907,2491684,D307C9A04517D3A2,Calcarius pictus_Smith's Longspur,,high,,"Audubon's “Arkansaw Siskin, Mealy Red-poll, Louisiana Tanager, Townsend's Finch and Buff-breasted Finch” is today's Smith's Longspur",Featherframe havell.yaml; plate title from audubon.org
401,,Red-breasted Merganser,,Mergus serrator,Red-breasted Merganser,rebmer,eBird/Clements 2025,Q189609,2498375,8DB64266A42FC19B,Mergus serrator_Red-breasted Merganser,,high,,,Featherframe havell.yaml; plate title from audubon.org
402,,"Black-throated Guillemot, Nobbed-billed Auk, Curled-crested Auk and Horned-billed Guillemot",,Aethia cristatella,Crested Auklet,creauk,eBird/Clements 2025,Q1166020,2481295,3DC4EBB85AB96A2A,,,high,,"Audubon's “Black-throated Guillemot, Nobbed-billed Auk, Curled-crested Auk and Horned-billed Guillemot” is today's Crested Auklet",Featherframe havell.yaml; plate title from audubon.org
402,,"Black-throated Guillemot, Nobbed-billed Auk, Curled-crested Auk and Horned-billed Guillemot",,Aethia pusilla,Least Auklet,leaauk,eBird/Clements 2025,Q244035,5229270,044509DAF1E58241,Aethia pusilla_Least Auklet,,high,,"Audubon's “Black-throated Guillemot, Nobbed-billed Auk, Curled-crested Auk and Horned-billed Guillemot” is today's Least Auklet",Featherframe havell.yaml; plate title from audubon.org
402,,"Black-throated Guillemot, Nobbed-billed Auk, Curled-crested Auk and Horned-billed Guillemot",,Cerorhinca monocerata,Rhinoceros Auklet,rhiauk,eBird/Clements 2025,Q903229,2481324,53D94597DFB84ECB,,,high,,"Audubon's “Black-throated Guillemot, Nobbed-billed Auk, Curled-crested Auk and Horned-billed Guillemot” is today's Rhinoceros Auklet",Featherframe havell.yaml; plate title from audubon.org
403,,Golden-eye Duck,,Bucephala islandica,Barrow's Goldeneye,bargol,eBird/Clements 2025,Q369767,2498325,9456DEDF7E1AADF3,Bucephala islandica_Barrow's Goldeneye,,high,,Audubon's “Golden-eye Duck” is today's Barrow's Goldeneye,Featherframe havell.yaml; plate title from audubon.org
404,,Eared Grebe,,Podiceps nigricollis,Eared Grebe,eargre,eBird/Clements 2025,Q185183,2482065,32DCEC14D7AE129B,Podiceps nigricollis_Eared Grebe,,high,,,Featherframe havell.yaml; plate title from audubon.org
405,,Semipalmated Sandpiper,,Calidris pusilla,Semipalmated Sandpiper,semsan,eBird/Clements 2025,Q735092,2481764,F35821AAC21FFF20,Calidris pusilla_Semipalmated Sandpiper,,high,,,Featherframe havell.yaml; plate title from audubon.org
406,,Trumpeter Swan,,,,,,,,,,,none,,"not identified here yet: Featherframe pins one plate per species, and this is likely a second plate of one",
407,,Dusky Albatros,,,,,,,,,,,none,,"Dusky Albatros: Light-mantled (Pitt, NYHS) or Sooty (Commons), unsettled",
408,,American Scoter Duck,,Melanitta americana,Black Scoter,blksco2,eBird/Clements 2025,Q529048,2498250,B7B1A5DD94724A05,Melanitta americana_Black Scoter,,high,,Audubon's “American Scoter Duck” is today's Black Scoter,Featherframe havell.yaml; plate title from audubon.org
409,,Havell's Tern and Trudeau's Tern,,Sterna forsteri,Forster's Tern,forter,eBird/Clements 2025,Q430529,5229247,D13B91229B2F157E,Sterna forsteri_Forster's Tern,,high,,Audubon's “Havell's Tern and Trudeau's Tern” is today's Forster's Tern,Featherframe havell.yaml; plate title from audubon.org
410,,Marsh Tern,,Gelochelidon nilotica,Gull-billed Tern,gubter2,eBird/Clements 2025,,,,Gelochelidon nilotica_Gull-billed Tern,,high,,Audubon's “Marsh Tern” is today's Gull-billed Tern,Featherframe havell.yaml; plate title from audubon.org
411,,Common American Swan,,Cygnus columbianus,Tundra Swan,tunswa,eBird/Clements 2025,Q26603,2498338,0BCBA6B9CC19E7BA,Cygnus columbianus_Tundra Swan,,high,,Audubon's “Common American Swan” is today's Tundra Swan,Featherframe havell.yaml; plate title from audubon.org
412,,Violet-green Cormorant and Townsend's Cormorant,,Urile penicillatus,Brandt's Cormorant,bracor,eBird/Clements 2025,Q83022912,10682451,,,,high,,Audubon's “Violet-green Cormorant and Townsend's Cormorant” is today's Brandt's Cormorant,Featherframe havell.yaml; plate title from audubon.org
412,,Violet-green Cormorant and Townsend's Cormorant,,Urile pelagicus,Pelagic Cormorant,pelcor,eBird/Clements 2025,Q541664,2481870,A429B5B8397A0907,,,high,,Audubon's “Violet-green Cormorant and Townsend's Cormorant” is today's Pelagic Cormorant,Featherframe havell.yaml; plate title from audubon.org
413,,California Partridge,,Callipepla californica,California Quail,calqua,eBird/Clements 2025,Q830385,5228080,F93AC929F265F3EF,Callipepla californica_California Quail,,high,,Audubon's “California Partridge” is today's California Quail,Featherframe havell.yaml; plate title from audubon.org
414,,Golden-winged Warbler and Cape May Warbler,,Setophaga tigrina,Cape May Warbler,camwar,eBird/Clements 2025,Q27075908,6093357,DB20CB6B0A720B90,Setophaga tigrina_Cape May Warbler,,high,,Audubon's “Golden-winged Warbler and Cape May Warbler” is today's Cape May Warbler,Featherframe havell.yaml; plate title from audubon.org
414,,Golden-winged Warbler and Cape May Warbler,,Vermivora chrysoptera,Golden-winged Warbler,gowwar,eBird/Clements 2025,Q775985,5230811,83F326C81E3F2955,Vermivora chrysoptera_Golden-winged Warbler,,high,,Audubon's “Golden-winged Warbler and Cape May Warbler” is today's Golden-winged Warbler,Featherframe havell.yaml; plate title from audubon.org
415,,Brown Creeper and Californian Nuthatch,,Certhia americana,Brown Creeper,brncre,eBird/Clements 2025,Q490294,9581157,BAC33609C5F48A91,Certhia americana_Brown Creeper,,high,,Audubon's “Brown Creeper and Californian Nuthatch” is today's Brown Creeper,Featherframe havell.yaml; plate title from audubon.org
415,,Brown Creeper and Californian Nuthatch,,Sitta pygmaea,Pygmy Nuthatch,pygnut,eBird/Clements 2025,Q244199,2484907,BD0914CB022BA720,Sitta pygmaea_Pygmy Nuthatch,,high,,Audubon's “Brown Creeper and Californian Nuthatch” is today's Pygmy Nuthatch,Featherframe havell.yaml; plate title from audubon.org
416,1. Male. 2. Female.,Hairy Woodpecker,,Leuconotopicus villosus,Hairy Woodpecker,haiwoo,eBird/Clements 2025,,,9D06AF89CDBCF27B,Dryobates villosus_Hairy Woodpecker,,high,,,Featherframe havell.yaml; plate title from audubon.org
416,3. Male. 4. Female.,Red-bellied Woodpecker,,Melanerpes carolinus,Red-bellied Woodpecker,rebwoo,eBird/Clements 2025,Q569535,2478106,078557F2A5FB88C8,Melanerpes carolinus_Red-bellied Woodpecker,,high,,,Featherframe havell.yaml; plate title from audubon.org
416,,"Hairy Woodpecker, Red-bellied Woodpecker, Red-shafted Woodpecker, Lewis' Woodpecker and Red-breasted Woodpecker",,Melanerpes lewis,Lewis's Woodpecker,lewwoo,eBird/Clements 2025,Q607925,2478142,E7C9A1F5BDE23849,Melanerpes lewis_Lewis's Woodpecker,,high,,"Audubon's “Hairy Woodpecker, Red-bellied Woodpecker, Red-shafted Woodpecker, Lewis' Woodpecker and Red-breasted Woodpecker” is today's Lewis's Woodpecker",Featherframe havell.yaml; plate title from audubon.org
416,,"Hairy Woodpecker, Red-bellied Woodpecker, Red-shafted Woodpecker, Lewis' Woodpecker and Red-breasted Woodpecker",,Sphyrapicus ruber,Red-breasted Sapsucker,rebsap,eBird/Clements 2025,Q1274659,2478597,52F63879A35A6090,Sphyrapicus ruber_Red-breasted Sapsucker,,high,,"Audubon's “Hairy Woodpecker, Red-bellied Woodpecker, Red-shafted Woodpecker, Lewis' Woodpecker and Red-breasted Woodpecker” is today's Red-breasted Sapsucker",Featherframe havell.yaml; plate title from audubon.org
417,,"Maria's Woodpecker, Three-toed Woodpecker, Phillips' Woodpecker, Canadian Woodpecker, Harris's Woodpecker, Audubon's Woodpecker",,,,,,,,,,,none,,"not identified here yet: Featherframe pins one plate per species, and this is likely a second plate of one",
418,,American Ptarmigan and White-tailed Grous,,Lagopus leucura,White-tailed Ptarmigan,whtpta1,eBird/Clements 2025,Q19055,5227717,C53F49406DDCE5E7,Lagopus leucura_White-tailed Ptarmigan,,high,,Audubon's “American Ptarmigan and White-tailed Grous” is today's White-tailed Ptarmigan,Featherframe havell.yaml; plate title from audubon.org
419,,"Little Tawny Thrush, Ptiliogony's Townsendi and Canada Jay",,Myadestes townsendi,Townsend's Solitaire,towsol,eBird/Clements 2025,Q2668264,2490849,5459228D7CD8E8CB,Myadestes townsendi_Townsend's Solitaire,,high,,"Audubon's “Little Tawny Thrush, Ptiliogony's Townsendi and Canada Jay” is today's Townsend's Solitaire",Featherframe havell.yaml; plate title from audubon.org
420,,Prairie Starling,,,,,,,,,,,none,,"not identified here yet: Featherframe pins one plate per species, and this is likely a second plate of one",
421,,Brown Pelican,,,,,,,,,,,none,,"not identified here yet: Featherframe pins one plate per species, and this is likely a second plate of one",
422,,Rough-legged Falcon,,,,,,,,,,,none,,"not identified here yet: Featherframe pins one plate per species, and this is likely a second plate of one",
423,,Plumed--Partridge and Thick--legged Partridge,,Oreortyx pictus,Mountain Quail,mouqua,eBird/Clements 2025,Q594810,2474320,171E91FFA209EB46,Oreortyx pictus_Mountain Quail,,high,,Audubon's “Plumed--Partridge and Thick--legged Partridge” is today's Mountain Quail,Featherframe havell.yaml; plate title from audubon.org
424,2. Male.,Crimson-necked Bull-Finch,,Haemorhous mexicanus,House Finch,houfin,eBird/Clements 2025,Q25170208,8323485,89431E9F1CEDC995,Haemorhous mexicanus_House Finch,,high,,Audubon's “Crimson-necked Bull-Finch” is today's House Finch,Featherframe havell.yaml; plate title from audubon.org
424,,"Lazuli Finch, Crimson-necked Bull-Finch, Gray-crowned Linnet, Cow-pen Bird, Evening Grosbeak and Brown Longspur",,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,gcrfin,eBird/Clements 2025,Q1304007,2494360,029491CD61458A5A,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,,high,,"Audubon's “Lazuli Finch, Crimson-necked Bull-Finch, Gray-crowned Linnet, Cow-pen Bird, Evening Grosbeak and Brown Longspur” is today's Gray-crowned Rosy-Finch",Featherframe havell.yaml; plate title from audubon.org
425,,Columbian Humming Bird,,Calypte anna,Anna's Hummingbird,annhum,eBird/Clements 2025,Q564265,2476674,423937213450C257,Calypte anna_Anna's Hummingbird,,high,,Audubon's “Columbian Humming Bird” is today's Anna's Hummingbird,Featherframe havell.yaml; plate title from audubon.org
426,,Californian Vulture,,Gymnogyps californianus,California Condor,calcon,eBird/Clements 2025,Q194314,2481920,24F1432829285FA9,,,high,,Audubon's “Californian Vulture” is today's California Condor,Featherframe havell.yaml; plate title from audubon.org
427,,White-legged Oyster-catcher and Slender-billed Oyster-catcher,,Haematopus bachmani,Black Oystercatcher,blkoys,eBird/Clements 2025,Q576024,2480272,BD49DB466CE6B910,Haematopus bachmani_Black Oystercatcher,,high,,Audubon's “White-legged Oyster-catcher and Slender-billed Oyster-catcher” is today's Black Oystercatcher,Featherframe havell.yaml; plate title from audubon.org
428,,Townsend's Sandpiper,,Calidris virgata,Surfbird,surfbi,eBird/Clements 2025,Q28070835,7964835,11CF8C9A9638ADFC,Calidris virgata_Surfbird,,high,,Audubon's “Townsend's Sandpiper” is today's Surfbird,Featherframe havell.yaml; plate title from audubon.org
429,,Western Duck,,Polysticta stelleri,Steller's Eider,steeid,eBird/Clements 2025,Q210954,5232431,BA07D0168474EB92,,,high,,Audubon's “Western Duck” is today's Steller's Eider,Featherframe havell.yaml; plate title from audubon.org
430,,Slender-billed Guillemot,,Brachyramphus marmoratus,Marbled Murrelet,marmur,eBird/Clements 2025,Q1267620,5229281,3155737472505EB2,Brachyramphus marmoratus_Marbled Murrelet,,high,,Audubon's “Slender-billed Guillemot” is today's Marbled Murrelet,Featherframe havell.yaml; plate title from audubon.org
431,,American Flamingo,,Phoenicopterus ruber,American Flamingo,grefla2,eBird/Clements 2025,Q208004,9691034,E3FF6313179EC968,Phoenicopterus ruber_American Flamingo,,high,,,Featherframe havell.yaml; plate title from audubon.org
432,,"Burrowing Owl, Large-headed Burrowing Owl, Little night Owl, Columbian Owl and Short-eared Owl",,Athene cunicularia,Burrowing Owl,burowl,eBird/Clements 2025,Q467068,2497240,B9EE9676FFEC8B11,Athene cunicularia_Burrowing Owl,,high,,"Audubon's “Burrowing Owl, Large-headed Burrowing Owl, Little night Owl, Columbian Owl and Short-eared Owl” is today's Burrowing Owl",Featherframe havell.yaml; plate title from audubon.org
432,,"Burrowing Owl, Large-headed Burrowing Owl, Little night Owl, Columbian Owl and Short-eared Owl",,Asio flammeus,Short-eared Owl,sheowl,eBird/Clements 2025,Q25769,2497295,8F123A11E5DADFDD,Asio flammeus_Short-eared Owl,,high,,"Audubon's “Burrowing Owl, Large-headed Burrowing Owl, Little night Owl, Columbian Owl and Short-eared Owl” is today's Short-eared Owl",Featherframe havell.yaml; plate title from audubon.org
433,,"Bullock's Oriole, Baltimore Oriole, Mexican Goldfinch, Varied Thrush and Common Water Thrush",,Parkesia noveboracensis,Northern Waterthrush,norwat,eBird/Clements 2025,Q27075884,6093856,709AF716468341F7,Parkesia noveboracensis_Northern Waterthrush,,high,,"Audubon's “Bullock's Oriole, Baltimore Oriole, Mexican Goldfinch, Varied Thrush and Common Water Thrush” is today's Northern Waterthrush",Featherframe havell.yaml; plate title from audubon.org
434,,"Little Tyrant Fly-catcher, Small-headed Fly-catcher, Blue Mountain Warbler, Bartran's Vireo, Short-legged Pewee and Rocky Mountain Fly-catcher",,Sayornis nigricans,Black Phoebe,blkpho,eBird/Clements 2025,Q920950,2483612,B182DED22E9E9577,Sayornis nigricans_Black Phoebe,,high,,"Audubon's “Little Tyrant Fly-catcher, Small-headed Fly-catcher, Blue Mountain Warbler, Bartran's Vireo, Short-legged Pewee and Rocky Mountain Fly-catcher” is today's Black Phoebe",Featherframe havell.yaml; plate title from audubon.org
435,,"Columbian Water Ouzel, or Arctic Water Ouzel",,,,,,,,,,,none,,"not identified here yet: Featherframe pins one plate per species, and this is likely a second plate of one",
